FLD_ZONE,LUCODE,popul_by_1,risk_group
X,180,2699,low
X,300,2699,low
X,480,2699,low
X,520,2699,low
X,0,2699,low
X,20,2699,low
X,120,2699,low
X,260,2699,low
X,440,2699,low
X,320,2699,low
X,40,2699,low
X,240,2699,low
X,220,2699,low
X,360,2699,low
X,60,2699,low
X,560,2699,low
X,140,2699,low
X,460,2699,low
X,420,2699,low
X,80,2699,low
X,200,2699,low
X,500,2699,low
X,280,2699,low
X,231,4130,low
X,411,4130,low
X,211,4130,low
X,491,4130,low
X,311,4130,low
X,151,4130,low
X,551,4130,low
X,171,4130,low
X,31,4130,low
X,351,4130,low
X,191,4130,low
X,331,4130,low
X,571,4130,low
X,451,4130,low
X,251,4130,low
X,291,4130,low
X,51,4130,low
X,271,4130,low
X,111,4130,low
X,531,4130,low
X,91,4130,low
X,471,4130,low
X,511,4130,low
X,591,4130,low
X,391,4130,low
X,431,4130,low
X,11,4130,low
X,131,4130,low
X,71,4130,low
X,371,4130,low
X,466,9017,low
X,366,9017,low
X,206,9017,low
X,226,9017,low
X,546,9017,low
X,586,9017,low
X,486,9017,low
X,506,9017,low
X,346,9017,low
X,446,9017,low
X,386,9017,low
X,526,9017,low
X,126,9017,low
X,266,9017,low
X,106,9017,low
X,66,9017,low
X,186,9017,low
X,166,9017,low
X,326,9017,low
X,46,9017,low
X,86,9017,low
X,286,9017,low
X,426,9017,low
X,6,9017,low
X,26,9017,low
X,146,9017,low
X,406,9017,low
X,566,9017,low
X,306,9017,low
X,246,9017,low
X,483,4391,low
X,383,4391,low
X,83,4391,low
X,323,4391,low
X,103,4391,low
X,183,4391,low
X,523,4391,low
X,123,4391,low
X,223,4391,low
X,63,4391,low
X,443,4391,low
X,263,4391,low
X,423,4391,low
X,43,4391,low
X,363,4391,low
X,143,4391,low
X,583,4391,low
X,203,4391,low
X,3,4391,low
X,563,4391,low
X,243,4391,low
X,23,4391,low
X,463,4391,low
X,283,4391,low
X,303,4391,low
X,163,4391,low
X,403,4391,low
X,543,4391,low
X,503,4391,low
X,343,4391,low
X,395,3573,low
X,375,3573,low
X,495,3573,low
X,575,3573,low
X,15,3573,low
X,75,3573,low
X,355,3573,low
X,35,3573,low
X,255,3573,low
X,455,3573,low
X,135,3573,low
X,595,3573,low
X,435,3573,low
X,275,3573,low
X,535,3573,low
X,235,3573,low
X,475,3573,low
X,515,3573,low
X,155,3573,low
X,215,3573,low
X,555,3573,low
X,55,3573,low
X,95,3573,low
X,175,3573,low
X,195,3573,low
X,335,3573,low
X,295,3573,low
X,415,3573,low
X,115,3573,low
X,315,3573,low
X,148,5604,low
X,548,5604,low
X,508,5604,low
X,48,5604,low
X,168,5604,low
X,88,5604,low
X,68,5604,low
X,568,5604,low
X,108,5604,low
X,128,5604,low
X,528,5604,low
X,488,5604,low
X,28,5604,low
X,208,5604,low
X,268,5604,low
X,308,5604,low
X,188,5604,low
X,388,5604,low
X,328,5604,low
X,8,5604,low
X,368,5604,low
X,408,5604,low
X,248,5604,low
X,588,5604,low
X,228,5604,low
X,448,5604,low
X,428,5604,low
X,288,5604,low
X,348,5604,low
X,468,5604,low
X,241,1968,low
X,41,1968,low
X,21,1968,low
X,161,1968,low
X,441,1968,low
X,121,1968,low
X,261,1968,low
X,361,1968,low
X,481,1968,low
X,1,1968,low
X,181,1968,low
X,81,1968,low
X,521,1968,low
X,561,1968,low
X,541,1968,low
X,341,1968,low
X,61,1968,low
X,221,1968,low
X,501,1968,low
X,281,1968,low
X,461,1968,low
X,141,1968,low
X,421,1968,low
X,401,1968,low
X,101,1968,low
X,201,1968,low
X,381,1968,low
X,301,1968,low
X,321,1968,low
X,581,1968,low
X,117,6541,low
X,317,6541,low
X,77,6541,low
X,557,6541,low
X,337,6541,low
X,277,6541,low
X,37,6541,low
X,457,6541,low
X,597,6541,low
X,17,6541,low
X,577,6541,low
X,397,6541,low
X,257,6541,low
X,437,6541,low
X,517,6541,low
X,377,6541,low
X,417,6541,low
X,137,6541,low
X,217,6541,low
X,157,6541,low
X,537,6541,low
X,97,6541,low
X,237,6541,low
X,297,6541,low
X,57,6541,low
X,197,6541,low
X,357,6541,low
X,497,6541,low
X,477,6541,low
X,177,6541,low
X,259,4814,low
X,499,4814,low
X,359,4814,low
X,319,4814,low
X,179,4814,low
X,419,4814,low
X,519,4814,low
X,599,4814,low
X,579,4814,low
X,539,4814,low
X,379,4814,low
X,399,4814,low
X,299,4814,low
X,439,4814,low
X,59,4814,low
X,279,4814,low
X,459,4814,low
X,139,4814,low
X,79,4814,low
X,19,4814,low
X,239,4814,low
X,219,4814,low
X,479,4814,low
X,39,4814,low
X,119,4814,low
X,99,4814,low
X,199,4814,low
X,559,4814,low
X,159,4814,low
X,339,4814,low
AE,297,6541,high
AE,317,6541,high
AE,577,6541,high
AE,397,6541,high
AE,437,6541,high
AE,37,6541,high
AE,117,6541,high
AE,597,6541,high
AE,537,6541,high
AE,17,6541,high
AE,97,6541,high
AE,77,6541,high
AE,257,6541,high
AE,417,6541,high
AE,277,6541,high
AE,177,6541,high
AE,157,6541,high
AE,377,6541,high
AE,557,6541,high
AE,497,6541,high
AE,57,6541,high
AE,357,6541,high
AE,217,6541,high
AE,477,6541,high
AE,197,6541,high
AE,457,6541,high
AE,337,6541,high
AE,137,6541,high
AE,237,6541,high
AE,517,6541,high
X,376,3510,low
X,576,3510,low
X,556,3510,low
X,396,3510,low
X,56,3510,low
X,16,3510,low
X,76,3510,low
X,96,3510,low
X,356,3510,low
X,316,3510,low
X,336,3510,low
X,496,3510,low
X,516,3510,low
X,456,3510,low
X,596,3510,low
X,256,3510,low
X,236,3510,low
X,276,3510,low
X,436,3510,low
X,136,3510,low
X,36,3510,low
X,196,3510,low
X,176,3510,low
X,156,3510,low
X,216,3510,low
X,476,3510,low
X,116,3510,low
X,416,3510,low
X,536,3510,low
X,296,3510,low
X,285,3068,low
X,125,3068,low
X,545,3068,low
X,245,3068,low
X,445,3068,low
X,5,3068,low
X,585,3068,low
X,365,3068,low
X,265,3068,low
X,305,3068,low
X,25,3068,low
X,485,3068,low
X,385,3068,low
X,425,3068,low
X,105,3068,low
X,405,3068,low
X,465,3068,low
X,45,3068,low
X,205,3068,low
X,325,3068,low
X,565,3068,low
X,65,3068,low
X,225,3068,low
X,145,3068,low
X,525,3068,low
X,185,3068,low
X,85,3068,low
X,165,3068,low
X,505,3068,low
X,345,3068,low
X,442,3789,low
X,182,3789,low
X,282,3789,low
X,522,3789,low
X,2,3789,low
X,142,3789,low
X,162,3789,low
X,502,3789,low
X,402,3789,low
X,342,3789,low
X,462,3789,low
X,202,3789,low
X,62,3789,low
X,102,3789,low
X,562,3789,low
X,22,3789,low
X,482,3789,low
X,542,3789,low
X,242,3789,low
X,382,3789,low
X,222,3789,low
X,362,3789,low
X,302,3789,low
X,262,3789,low
X,582,3789,low
X,42,3789,low
X,322,3789,low
X,422,3789,low
X,82,3789,low
X,122,3789,low
AE,39,4814,high
AE,239,4814,high
AE,499,4814,high
AE,119,4814,high
AE,99,4814,high
AE,579,4814,high
AE,159,4814,high
AE,399,4814,high
AE,199,4814,high
AE,319,4814,high
AE,19,4814,high
AE,459,4814,high
AE,219,4814,high
AE,539,4814,high
AE,339,4814,high
AE,139,4814,high
AE,379,4814,high
AE,179,4814,high
AE,299,4814,high
AE,59,4814,high
AE,79,4814,high
AE,479,4814,high
AE,259,4814,high
AE,419,4814,high
AE,279,4814,high
AE,559,4814,high
AE,599,4814,high
AE,359,4814,high
AE,519,4814,high
AE,439,4814,high
AE,570,4883,high
AE,90,4883,high
AE,170,4883,high
AE,430,4883,high
AE,210,4883,high
AE,10,4883,high
AE,50,4883,high
AE,110,4883,high
AE,310,4883,high
AE,510,4883,high
AE,370,4883,high
AE,590,4883,high
AE,410,4883,high
AE,270,4883,high
AE,230,4883,high
AE,150,4883,high
AE,30,4883,high
AE,530,4883,high
AE,470,4883,high
AE,70,4883,high
AE,350,4883,high
AE,130,4883,high
AE,290,4883,high
AE,330,4883,high
AE,190,4883,high
AE,390,4883,high
AE,550,4883,high
AE,490,4883,high
AE,450,4883,high
AE,250,4883,high
X,370,4883,low
X,310,4883,low
X,10,4883,low
X,490,4883,low
X,410,4883,low
X,190,4883,low
X,590,4883,low
X,170,4883,low
X,570,4883,low
X,430,4883,low
X,110,4883,low
X,290,4883,low
X,50,4883,low
X,390,4883,low
X,250,4883,low
X,270,4883,low
X,30,4883,low
X,530,4883,low
X,450,4883,low
X,150,4883,low
X,550,4883,low
X,330,4883,low
X,130,4883,low
X,350,4883,low
X,470,4883,low
X,70,4883,low
X,90,4883,low
X,210,4883,low
X,230,4883,low
X,510,4883,low
A,494,4303,high
A,454,4303,high
A,434,4303,high
A,574,4303,high
A,234,4303,high
A,94,4303,high
A,534,4303,high
A,474,4303,high
A,34,4303,high
A,594,4303,high
A,334,4303,high
A,374,4303,high
A,134,4303,high
A,194,4303,high
A,74,4303,high
A,54,4303,high
A,554,4303,high
A,14,4303,high
A,274,4303,high
A,154,4303,high
A,174,4303,high
A,514,4303,high
A,414,4303,high
A,394,4303,high
A,314,4303,high
A,354,4303,high
A,294,4303,high
A,214,4303,high
A,114,4303,high
A,254,4303,high
A,275,3573,high
A,535,3573,high
A,435,3573,high
A,75,3573,high
A,555,3573,high
A,315,3573,high
A,375,3573,high
A,255,3573,high
A,455,3573,high
A,415,3573,high
A,135,3573,high
A,475,3573,high
A,235,3573,high
A,175,3573,high
A,215,3573,high
A,515,3573,high
A,595,3573,high
A,335,3573,high
A,55,3573,high
A,15,3573,high
A,95,3573,high
A,355,3573,high
A,575,3573,high
A,35,3573,high
A,395,3573,high
A,155,3573,high
A,495,3573,high
A,295,3573,high
A,115,3573,high
A,195,3573,high
X,404,5270,low
X,384,5270,low
X,104,5270,low
X,204,5270,low
X,544,5270,low
X,364,5270,low
X,44,5270,low
X,444,5270,low
X,324,5270,low
X,464,5270,low
X,584,5270,low
X,4,5270,low
X,504,5270,low
X,264,5270,low
X,164,5270,low
X,344,5270,low
X,64,5270,low
X,144,5270,low
X,424,5270,low
X,224,5270,low
X,484,5270,low
X,564,5270,low
X,24,5270,low
X,284,5270,low
X,84,5270,low
X,524,5270,low
X,124,5270,low
X,244,5270,low
X,304,5270,low
X,184,5270,low
AE,436,3510,high
AE,356,3510,high
AE,76,3510,high
AE,96,3510,high
AE,216,3510,high
AE,516,3510,high
AE,156,3510,high
AE,276,3510,high
AE,476,3510,high
AE,596,3510,high
AE,576,3510,high
AE,396,3510,high
AE,16,3510,high
AE,136,3510,high
AE,556,3510,high
AE,56,3510,high
AE,36,3510,high
AE,416,3510,high
AE,456,3510,high
AE,116,3510,high
AE,256,3510,high
AE,536,3510,high
AE,176,3510,high
AE,376,3510,high
AE,336,3510,high
AE,496,3510,high
AE,236,3510,high
AE,316,3510,high
AE,296,3510,high
AE,196,3510,high
AE,573,6809,high
AE,493,6809,high
AE,353,6809,high
AE,473,6809,high
AE,533,6809,high
AE,553,6809,high
AE,233,6809,high
AE,373,6809,high
AE,273,6809,high
AE,453,6809,high
AE,13,6809,high
AE,593,6809,high
AE,33,6809,high
AE,513,6809,high
AE,313,6809,high
AE,433,6809,high
AE,93,6809,high
AE,193,6809,high
AE,113,6809,high
AE,153,6809,high
AE,393,6809,high
AE,413,6809,high
AE,293,6809,high
AE,213,6809,high
AE,173,6809,high
AE,333,6809,high
AE,53,6809,high
AE,253,6809,high
AE,73,6809,high
AE,133,6809,high
X,269,3322,low
X,49,3322,low
X,389,3322,low
X,409,3322,low
X,109,3322,low
X,469,3322,low
X,349,3322,low
X,69,3322,low
X,9,3322,low
X,549,3322,low
X,309,3322,low
X,369,3322,low
X,329,3322,low
X,189,3322,low
X,529,3322,low
X,29,3322,low
X,449,3322,low
X,289,3322,low
X,249,3322,low
X,589,3322,low
X,569,3322,low
X,169,3322,low
X,149,3322,low
X,429,3322,low
X,509,3322,low
X,229,3322,low
X,89,3322,low
X,129,3322,low
X,489,3322,low
X,209,3322,low
AE,442,3789,high
AE,402,3789,high
AE,382,3789,high
AE,222,3789,high
AE,142,3789,high
AE,342,3789,high
AE,82,3789,high
AE,2,3789,high
AE,502,3789,high
AE,162,3789,high
AE,562,3789,high
AE,22,3789,high
AE,62,3789,high
AE,362,3789,high
AE,322,3789,high
AE,262,3789,high
AE,482,3789,high
AE,582,3789,high
AE,42,3789,high
AE,102,3789,high
AE,522,3789,high
AE,182,3789,high
AE,302,3789,high
AE,542,3789,high
AE,122,3789,high
AE,282,3789,high
AE,422,3789,high
AE,462,3789,high
AE,242,3789,high
AE,202,3789,high
D,35,3573,unknown
D,435,3573,unknown
D,515,3573,unknown
D,495,3573,unknown
D,415,3573,unknown
D,335,3573,unknown
D,375,3573,unknown
D,15,3573,unknown
D,295,3573,unknown
D,575,3573,unknown
D,595,3573,unknown
D,355,3573,unknown
D,215,3573,unknown
D,55,3573,unknown
D,75,3573,unknown
D,535,3573,unknown
D,455,3573,unknown
D,555,3573,unknown
D,255,3573,unknown
D,135,3573,unknown
D,175,3573,unknown
D,275,3573,unknown
D,115,3573,unknown
D,235,3573,unknown
D,195,3573,unknown
D,95,3573,unknown
D,475,3573,unknown
D,395,3573,unknown
D,155,3573,unknown
D,315,3573,unknown
X,147,2790,low
X,547,2790,low
X,347,2790,low
X,447,2790,low
X,287,2790,low
X,427,2790,low
X,47,2790,low
X,367,2790,low
X,467,2790,low
X,507,2790,low
X,327,2790,low
X,267,2790,low
X,127,2790,low
X,387,2790,low
X,107,2790,low
X,407,2790,low
X,207,2790,low
X,527,2790,low
X,167,2790,low
X,567,2790,low
X,487,2790,low
X,27,2790,low
X,307,2790,low
X,587,2790,low
X,7,2790,low
X,247,2790,low
X,187,2790,low
X,67,2790,low
X,87,2790,low
X,227,2790,low
AE,58,5195,high
AE,318,5195,high
AE,598,5195,high
AE,258,5195,high
AE,478,5195,high
AE,338,5195,high
AE,398,5195,high
AE,498,5195,high
AE,378,5195,high
AE,558,5195,high
AE,518,5195,high
AE,138,5195,high
AE,418,5195,high
AE,298,5195,high
AE,198,5195,high
AE,278,5195,high
AE,158,5195,high
AE,178,5195,high
AE,458,5195,high
AE,98,5195,high
AE,238,5195,high
AE,78,5195,high
AE,18,5195,high
AE,358,5195,high
AE,578,5195,high
AE,38,5195,high
AE,538,5195,high
AE,218,5195,high
AE,438,5195,high
AE,118,5195,high
AE,172,6839,high
AE,112,6839,high
AE,72,6839,high
AE,52,6839,high
AE,552,6839,high
AE,452,6839,high
AE,332,6839,high
AE,492,6839,high
AE,192,6839,high
AE,252,6839,high
AE,12,6839,high
AE,432,6839,high
AE,532,6839,high
AE,152,6839,high
AE,352,6839,high
AE,512,6839,high
AE,392,6839,high
AE,292,6839,high
AE,132,6839,high
AE,92,6839,high
AE,412,6839,high
AE,312,6839,high
AE,272,6839,high
AE,212,6839,high
AE,472,6839,high
AE,572,6839,high
AE,232,6839,high
AE,32,6839,high
AE,592,6839,high
AE,372,6839,high
AE,120,2699,high
AE,40,2699,high
AE,180,2699,high
AE,500,2699,high
AE,420,2699,high
AE,380,2699,high
AE,460,2699,high
AE,580,2699,high
AE,260,2699,high
AE,20,2699,high
AE,540,2699,high
AE,320,2699,high
AE,560,2699,high
AE,0,2699,high
AE,160,2699,high
AE,80,2699,high
AE,100,2699,high
AE,340,2699,high
AE,520,2699,high
AE,300,2699,high
AE,480,2699,high
AE,440,2699,high
AE,240,2699,high
AE,280,2699,high
AE,60,2699,high
AE,360,2699,high
AE,400,2699,high
AE,140,2699,high
AE,220,2699,high
AE,200,2699,high
AE,101,1968,high
AE,161,1968,high
AE,321,1968,high
AE,361,1968,high
AE,481,1968,high
AE,581,1968,high
AE,1,1968,high
AE,21,1968,high
AE,561,1968,high
AE,241,1968,high
AE,501,1968,high
AE,141,1968,high
AE,281,1968,high
AE,201,1968,high
AE,461,1968,high
AE,301,1968,high
AE,341,1968,high
AE,221,1968,high
AE,421,1968,high
AE,261,1968,high
AE,401,1968,high
AE,181,1968,high
AE,81,1968,high
AE,541,1968,high
AE,41,1968,high
AE,61,1968,high
AE,521,1968,high
AE,441,1968,high
AE,381,1968,high
AE,121,1968,high
AE,305,3068,high
AE,525,3068,high
AE,485,3068,high
AE,465,3068,high
AE,385,3068,high
AE,345,3068,high
AE,5,3068,high
AE,445,3068,high
AE,285,3068,high
AE,45,3068,high
AE,505,3068,high
AE,65,3068,high
AE,205,3068,high
AE,545,3068,high
AE,245,3068,high
AE,425,3068,high
AE,125,3068,high
AE,565,3068,high
AE,325,3068,high
AE,405,3068,high
AE,25,3068,high
AE,225,3068,high
AE,585,3068,high
AE,105,3068,high
AE,145,3068,high
AE,165,3068,high
AE,185,3068,high
AE,85,3068,high
AE,265,3068,high
AE,365,3068,high
AO,374,4303,high
AO,594,4303,high
AO,134,4303,high
AO,294,4303,high
AO,34,4303,high
AO,154,4303,high
AO,14,4303,high
AO,114,4303,high
AO,254,4303,high
AO,274,4303,high
AO,494,4303,high
AO,334,4303,high
AO,474,4303,high
AO,454,4303,high
AO,574,4303,high
AO,54,4303,high
AO,554,4303,high
AO,394,4303,high
AO,94,4303,high
AO,214,4303,high
AO,234,4303,high
AO,174,4303,high
AO,74,4303,high
AO,534,4303,high
AO,354,4303,high
AO,514,4303,high
AO,434,4303,high
AO,414,4303,high
AO,314,4303,high
AO,194,4303,high
D,594,4303,unknown
D,194,4303,unknown
D,74,4303,unknown
D,374,4303,unknown
D,174,4303,unknown
D,114,4303,unknown
D,34,4303,unknown
D,534,4303,unknown
D,154,4303,unknown
D,454,4303,unknown
D,494,4303,unknown
D,14,4303,unknown
D,254,4303,unknown
D,554,4303,unknown
D,54,4303,unknown
D,334,4303,unknown
D,414,4303,unknown
D,574,4303,unknown
D,294,4303,unknown
D,394,4303,unknown
D,134,4303,unknown
D,94,4303,unknown
D,314,4303,unknown
D,234,4303,unknown
D,514,4303,unknown
D,214,4303,unknown
D,354,4303,unknown
D,274,4303,unknown
D,434,4303,unknown
D,474,4303,unknown
AE,63,4391,high
AE,403,4391,high
AE,323,4391,high
AE,43,4391,high
AE,103,4391,high
AE,143,4391,high
AE,283,4391,high
AE,463,4391,high
AE,83,4391,high
AE,163,4391,high
AE,3,4391,high
AE,503,4391,high
AE,363,4391,high
AE,303,4391,high
AE,263,4391,high
AE,343,4391,high
AE,543,4391,high
AE,223,4391,high
AE,563,4391,high
AE,443,4391,high
AE,203,4391,high
AE,243,4391,high
AE,383,4391,high
AE,583,4391,high
AE,23,4391,high
AE,523,4391,high
AE,183,4391,high
AE,483,4391,high
AE,423,4391,high
AE,123,4391,high
AE,204,5270,high
AE,264,5270,high
AE,4,5270,high
AE,304,5270,high
AE,464,5270,high
AE,364,5270,high
AE,584,5270,high
AE,84,5270,high
AE,64,5270,high
AE,564,5270,high
AE,324,5270,high
AE,244,5270,high
AE,504,5270,high
AE,44,5270,high
AE,104,5270,high
AE,544,5270,high
AE,384,5270,high
AE,224,5270,high
AE,144,5270,high
AE,424,5270,high
AE,24,5270,high
AE,524,5270,high
AE,344,5270,high
AE,184,5270,high
AE,124,5270,high
AE,444,5270,high
AE,404,5270,high
AE,284,5270,high
AE,164,5270,high
AE,484,5270,high
AO,375,3573,high
AO,535,3573,high
AO,515,3573,high
AO,555,3573,high
AO,315,3573,high
AO,55,3573,high
AO,75,3573,high
AO,15,3573,high
AO,595,3573,high
AO,355,3573,high
AO,455,3573,high
AO,155,3573,high
AO,335,3573,high
AO,415,3573,high
AO,575,3573,high
AO,395,3573,high
AO,95,3573,high
AO,35,3573,high
AO,255,3573,high
AO,235,3573,high
AO,115,3573,high
AO,495,3573,high
AO,175,3573,high
AO,215,3573,high
AO,195,3573,high
AO,435,3573,high
AO,275,3573,high
AO,135,3573,high
AO,475,3573,high
AO,295,3573,high
AE,189,3322,high
AE,469,3322,high
AE,9,3322,high
AE,429,3322,high
AE,409,3322,high
AE,329,3322,high
AE,109,3322,high
AE,529,3322,high
AE,149,3322,high
AE,229,3322,high
AE,169,3322,high
AE,29,3322,high
AE,209,3322,high
AE,249,3322,high
AE,349,3322,high
AE,369,3322,high
AE,549,3322,high
AE,309,3322,high
AE,289,3322,high
AE,89,3322,high
AE,49,3322,high
AE,589,3322,high
AE,69,3322,high
AE,129,3322,high
AE,269,3322,high
AE,389,3322,high
AE,489,3322,high
AE,569,3322,high
AE,449,3322,high
AE,509,3322,high
AO,550,4883,high
AO,150,4883,high
AO,570,4883,high
AO,530,4883,high
AO,490,4883,high
AO,50,4883,high
AO,290,4883,high
AO,110,4883,high
AO,430,4883,high
AO,330,4883,high
AO,30,4883,high
AO,10,4883,high
AO,390,4883,high
AO,190,4883,high
AO,270,4883,high
AO,130,4883,high
AO,310,4883,high
AO,350,4883,high
AO,170,4883,high
AO,370,4883,high
AO,450,4883,high
AO,90,4883,high
AO,70,4883,high
AO,590,4883,high
AO,410,4883,high
AO,470,4883,high
AO,230,4883,high
AO,510,4883,high
AO,250,4883,high
AO,210,4883,high
AE,474,4303,high
AE,194,4303,high
AE,414,4303,high
AE,494,4303,high
AE,94,4303,high
AE,74,4303,high
AE,54,4303,high
AE,534,4303,high
AE,114,4303,high
AE,234,4303,high
AE,574,4303,high
AE,334,4303,high
AE,134,4303,high
AE,354,4303,high
AE,374,4303,high
AE,594,4303,high
AE,394,4303,high
AE,14,4303,high
AE,454,4303,high
AE,254,4303,high
AE,514,4303,high
AE,274,4303,high
AE,434,4303,high
AE,294,4303,high
AE,34,4303,high
AE,174,4303,high
AE,314,4303,high
AE,554,4303,high
AE,154,4303,high
AE,214,4303,high
AE,166,9017,high
AE,426,9017,high
AE,46,9017,high
AE,86,9017,high
AE,406,9017,high
AE,326,9017,high
AE,306,9017,high
AE,226,9017,high
AE,146,9017,high
AE,546,9017,high
AE,6,9017,high
AE,246,9017,high
AE,466,9017,high
AE,66,9017,high
AE,446,9017,high
AE,386,9017,high
AE,266,9017,high
AE,526,9017,high
AE,286,9017,high
AE,346,9017,high
AE,586,9017,high
AE,566,9017,high
AE,366,9017,high
AE,106,9017,high
AE,506,9017,high
AE,26,9017,high
AE,126,9017,high
AE,486,9017,high
AE,206,9017,high
AE,186,9017,high
AE,268,5604,high
AE,308,5604,high
AE,208,5604,high
AE,428,5604,high
AE,468,5604,high
AE,488,5604,high
AE,508,5604,high
AE,568,5604,high
AE,548,5604,high
AE,348,5604,high
AE,148,5604,high
AE,168,5604,high
AE,328,5604,high
AE,88,5604,high
AE,288,5604,high
AE,408,5604,high
AE,588,5604,high
AE,188,5604,high
AE,8,5604,high
AE,368,5604,high
AE,48,5604,high
AE,128,5604,high
AE,448,5604,high
AE,248,5604,high
AE,228,5604,high
AE,388,5604,high
AE,28,5604,high
AE,528,5604,high
AE,68,5604,high
AE,108,5604,high
A,333,6809,high
A,513,6809,high
A,453,6809,high
A,433,6809,high
A,573,6809,high
A,313,6809,high
A,293,6809,high
A,133,6809,high
A,173,6809,high
A,553,6809,high
A,393,6809,high
A,93,6809,high
A,253,6809,high
A,593,6809,high
A,13,6809,high
A,213,6809,high
A,493,6809,high
A,73,6809,high
A,53,6809,high
A,473,6809,high
A,373,6809,high
A,113,6809,high
A,353,6809,high
A,413,6809,high
A,33,6809,high
A,233,6809,high
A,533,6809,high
A,153,6809,high
A,193,6809,high
A,273,6809,high
AE,291,4130,high
AE,391,4130,high
AE,191,4130,high
AE,131,4130,high
AE,311,4130,high
AE,431,4130,high
AE,331,4130,high
AE,411,4130,high
AE,451,4130,high
AE,471,4130,high
AE,151,4130,high
AE,211,4130,high
AE,511,4130,high
AE,571,4130,high
AE,91,4130,high
AE,251,4130,high
AE,11,4130,high
AE,111,4130,high
AE,371,4130,high
AE,31,4130,high
AE,351,4130,high
AE,491,4130,high
AE,171,4130,high
AE,71,4130,high
AE,231,4130,high
AE,591,4130,high
AE,271,4130,high
AE,531,4130,high
AE,551,4130,high
AE,51,4130,high
AH,74,4303,high
AH,54,4303,high
AH,234,4303,high
AH,594,4303,high
AH,454,4303,high
AH,494,4303,high
AH,334,4303,high
AH,14,4303,high
AH,194,4303,high
AH,294,4303,high
AH,414,4303,high
